image,caption
1177949654.jpg, A man and two women wearing all black act out a scene in front of a building with steps .
1177949654.jpg, Four people in black pants stand in front of a museum .
1177949654.jpg, A group of people wearing black stretch .
117883760.jpg," A Mac laptop , open , on top of a blue chair in a room with a group of people sitting in a semicircle around it ."
117883760.jpg, A group of people in business casual clothes sitting on blue chairs arranged in a circle around a laptop .
117883760.jpg," Group of people sitting in a circle , with a laptop in the middle"
117883760.jpg, People sitting in a circle with a book in the middle .
117883760.jpg, Group counseling session listening to computer .
118309463.jpg, A small boy smiles as he stands with others wearing the same black hats .
118309463.jpg, The boys are all wearing the same baseball hats .
118309463.jpg, Children sporting their Florida Dolphin caps .
118309463.jpg, A boys baseball team wear their uniforms .
118309463.jpg, Three boys wearing Florida Marlins hats .
1184910489.jpg, A woman with a red sleeveless top and a long black skirt holding one young child in her arm and holding another young child by the hand as she walks along .
1184910489.jpg, A woman carries a child in her arm and holds another child 's hand as they walk outside next to a building .
1184910489.jpg, A woman with two kids walks towards a building .
1184910489.jpg, A woman in a dress with two children .
1184910489.jpg, A woman walking with two children .
118647903.jpg," Two soccer players , one wearing a white uniform and the other in red , try to reach the soccer ball first ."
118647903.jpg," A soccer player in a red uniform goes after the ball , fending off a player in white ."
118647903.jpg," Two soccer players , one in red , the other in white , racing towards a soccer ball ."
118647903.jpg, Two male soccer players on opposing teams are trying to get the soccer ball .
118647903.jpg, Two football players chase after a the ball .
1186603607.jpg, Eleven men and women in cotton shirts and denim pants walk uphill along a shaded forest trail .
1186603607.jpg, A small group of people hikes through a forest during the day .
1186603607.jpg, A group of people dressed casually are walking in the woods .
1186603607.jpg, A group of people walking up a trail in a wooded area .
1186603607.jpg, A group of people walking down a trail in the woods .
118707970.jpg, A man in a blue workers outfit with a yellow construction hat examines the side of a brick building from the top of a ladder .
118707970.jpg, A man with a yellow hard hat is standing on a ladder that is leaned up against a building .
118707970.jpg, A man is standing at the top of a ladder against a building .
118707970.jpg, A man on a ladder wearing blue jacket and a blue jeans
118707970.jpg, A man is high about doing work on a building .
119082045.jpg, A man and a woman locking arms ( wearing expensive clothing ) next to glass display ( perhaps retail stores ) on the sidewalk in an urban setting .
119082045.jpg, A woman in a white coat and a man in a gray coat are walking on a sidewalk past the window of a store that sells jewelry .
119082045.jpg, A young woman and young man are walking arm and arm past a jewelry store .
119082045.jpg, A man and woman wearing sunglasses are window shopping .
119082045.jpg, A couple are doing some shopping together .
1190951807.jpg," A man wearing an orange construction hat wipes his face , while another man in an orange construction hat hoists something up on a chain pulley , while standing in front of some fire ."
1190951807.jpg, Two men in hard hats standing in front of a fire .
1190951807.jpg, Two workers toil in a smelting factory .
1190951807.jpg, FireFighters monitoring a cave fire .
1190951807.jpg, Men hard at work in a hot room .
119364730.jpg," A man with a determined look on his face holds a small wooden hammer while wearing a bib displaying a large red crab , another red crustacean held in his hand while another man sits and holds some food behind him ."
119364730.jpg, A man wearing a bib with a red crab on it is trying to decide if he wants to eat a boiled crab .
119364730.jpg, A mixed sex group wear lobster bibs and wield mallets as they dine on crab at a restaurant .
119364730.jpg," A man wearing a plastic bib with a crab on it , holds up a wooden hammer ."
119364730.jpg, A gentleman trying to open a crab leg .
1195966967.jpg, A man playing a guitar and a man dancing are entertaining a couple sitting on a ledge by the street .
1195966967.jpg, A man playing a guitar while a couple is listening and watching another man dancing to the music .
1195966967.jpg, A street performers plays guitar while a man dances and a couple watches .
1195966967.jpg, Two people listen to a man playing guitar while another man dances .
1195966967.jpg, A couple listening to performers on the street .
1196746186.jpg, A woman in a jacket walks on the beach in someone 's footprints while holding her shoes in her hands .
1196746186.jpg," A person is walking along the beach , making footprints while holding their shoes ."
1196746186.jpg, A child hold green shoes is walking in the sand by the water .
1196746186.jpg, A woman carrying shoes is walking barefoot on the beach .
1196746186.jpg, A woman walks in the sand as she carries her shoes .
121971540.jpg, Two people outside cleaning windows while on a ledge of a boat .
121971540.jpg, Two people stand on the side of a large white and red boat .
121971540.jpg, two men cleaning the outside windows of a yacht
121971540.jpg, Two men climb the side of a boat .
121971540.jpg, Two men on the side of a barge
1223671563.jpg, Construction workers working on a highway at night as people look to see what they are doing .
1223671563.jpg," Several people are behind a fence , watching a nighttime construction crew working on a road ."
1223671563.jpg, People are watching while a construction crew builds a bridge .
1223671563.jpg, Construction workers work on a road into the night .
1223671563.jpg, A crowd watching construction work taking place .
1224851143.jpg, A little boy is eating his food off of a spoon while sitting on a patio .
1224851143.jpg, A young child holds a spoon to its mouth while sitting in a chair .
1224851143.jpg, A small child dressed in green is eating with a spoon .
1224851143.jpg, A little boy holds a spoon up to his mouth .
1224851143.jpg, A boy eats with a spoon .
1228304869.jpg, The man in a red checkered shirt is having beer and playing frisbee in the park .
1228304869.jpg, A man in a red checkered shirt standing at the end of a sidewalk in a park .
1228304869.jpg," A man wearing a black cap , red and white checkered shirt at the park ."
1228304869.jpg, A man in a red and white checked shirt plays in a park .
1228304869.jpg, A man in a red plaid shirt playing Frisbee golf .
122958692.jpg, A man in white playing tennis is still in midair after jumping to hit the ball .
122958692.jpg," A male tennis player , wearing a white headband , misses an in-bounds ball ."
122958692.jpg," Tennis player uses backhand in a match , possibly a doubles match ."
122958692.jpg, A man in a white shirt is playing tennis .
122958692.jpg, Missed that point by a landslide .
1230594535.jpg, A lady wearing a green shirt stands on the window seal of a brick building as a young boy watches on .
1230594535.jpg," A woman is on the ledge of her window next to a clothesline , while a child stares out the window ."
1230594535.jpg, A young woman standing on a window ledge of brick building while child looks on .
1230594535.jpg, A girl in blue jean Capris stands on a window ledge as a boy peeks out .
1230594535.jpg," A young woman in jeans stands on a window ledge , cleaning a window ."
123315267.jpg," Two men are wrestling , one has the other pinned to the floor and the man on the floor is wincing in pain ."
123315267.jpg," One man in a red shirt has another man wearing a gray shirt , pinned down on a blue mat ."
123315267.jpg, A man in a red shirt pins a younger man in a white shirt to a blue padded mat .
123315267.jpg, A man in a red shirt referees a wrestling match .
123315267.jpg, Two men practicing MMA submission holds
123315301.jpg," Two men , one with a beard , red t-shirt , and black pants and the other one in a gray t-shirt and black pants , appear to be fighting ."
